,Company,Revenue,Gross Margin,EBITDA Margin,Net Profit Margin,returnOnEquity,ROIC,returnOnAssets,Net Debt to EBITDA,Debt to Equity,10Y Revenue Growth (per Share),10Y Net Income Growth (per Share),5Y Revenue Growth (per Share),5Y Net Income Growth (per Share),3Y Revenue Growth (per Share),3Y Net Income Growth (per Share),PE ratio,Enterprise Value over EBITDA,priceBookValueRatio,Sector,Market Cap,priceVar,Market Capitalisation,Sector Market Cap,year
518,NUAN,2051661000.0,0.5742,0.064,-0.078,-0.0931,-0.0133,-0.503,13.2521,1.2724,0.0546,0.0,0.0355,0.0,0.0496,0.0,0.0,46.1052,2.5058,Technology,4298315227.157001,53.34065530107649,0.09365987683652252,4589281314836.065,2018
519,TEL,13988000000.0,0.3392,0.214,0.1834,0.2368,0.0905,0.4852,1.0524,0.3693,0.0299,0.0769,0.0796,0.1914,0.0978,0.0704,11.9959,11.2828,2.8171,Technology,30639977008.2,30.035846464218178,0.6676421623827716,4589281314836.065,2018
520,MLM,4244265000.0,0.2277,0.249,0.1107,0.095,0.0474,0.0819,2.9103,0.6309,0.0281,0.0578,0.0764,0.2324,0.0838,0.1999,23.0389,13.1092,2.1776,Basic Materials,10778323986.51,65.07164113015307,2.152060249811499,500837464353.244,2018
521,GWW,11221000000.0,0.3875,0.123,0.0697,0.4071,0.1909,0.2295,1.2144,1.1556,0.0838,0.0843,0.0804,0.0397,0.0933,0.057,20.4313,12.6965,8.214,Industrials,15902645932.68,24.803660731775068,0.8502321072653753,1870388779344.9854,2018
523,AGN,15787400000.0,0.8612,0.05,-0.3228,-0.0783,-0.0411,-2.0108,27.615,0.3655,0.0663,0.0,0.207,0.0,0.1074,0.0,0.0,84.486,0.6881,Healthcare,45081640344.32,43.43272271997118,1.6408398478042645,2747473521236.533,2018
524,GT,15475000000.0,0.2271,0.136,0.0458,0.1456,0.0617,0.0843,2.3517,1.1848,-0.0212,0.0,-0.0384,0.0316,0.0222,0.2881,6.9897,4.6056,0.9819,Consumer Cyclical,4755735038.86,-21.859498424722904,0.31564645024660143,1506665142327.608,2018
528,CMI,23771000000.0,0.2413,0.14400000000000002,0.0901,0.2914,0.13699999999999998,0.2843,0.2771,0.337,0.0759,0.1353,0.099,0.11,0.1123,0.1918,10.1242,6.5293,2.9202,Industrials,21457412532.92,38.30659279040135,1.147216705418562,1870388779344.9854,2018
536,CNX,1730434000.0,0.7136,0.954,0.4603,0.184,0.0443,0.1151,1.4419,0.5539,-0.0876,0.0682,-0.067,0.1021,0.2491,0.0,3.0453,2.8499,0.537,Energy,2325109830.2,-24.03432900209644,0.20771911295670897,1119352859303.12,2018
539,ES,8448201000.0,0.384,0.313,0.1223,0.0899,0.0297,0.0434,5.4999,1.2738,-0.0332,0.0686,0.0283,0.0548,0.0202,0.0555,20.0123,13.3047,1.797,Utilities,20610252952.32,37.77245016815826,2.701938530935492,762795034614.7997,2018
542,OII,1909482000.0,0.0677,0.076,-0.1112,-0.1507,-0.0462,-0.1238,2.9713,0.5582,0.0075,0.0,-0.086,0.0,-0.1459,0.0,0.0,11.1655,0.846,Energy,1192246504.9,17.958856348358506,0.10651212394653298,1119352859303.12,2018
547,NSC,11458000000.0,0.6970000000000001,0.448,0.2327,0.1735,0.073,0.0878,2.1027,0.7255,0.0387,0.0776,0.0294,0.0962,0.0612,0.2338,15.6096,10.0417,2.6511,Industrials,40726761407.6,32.388509607099955,2.17744898051958,1870388779344.9854,2018
551,AKAM,2714474000.0,0.6487,0.302,0.1099,0.0935,0.0744,0.1335,-0.4038,0.4889,0.1315,0.075,0.1287,0.016,0.0962,-0.0034,34.3146,11.7157,3.1184,Technology,9947856868.08,46.38196866698985,0.21676284772347518,4589281314836.065,2018
553,PNW,3691247000.0,0.3699,0.41,0.1384,0.0978,0.0294,0.0392,3.4438,0.9984,0.0029,0.066,0.0094,0.043,0.015,0.0499,18.6842,9.7572,1.8308,Utilities,9549193762.8,12.126798267734781,1.2518688939319331,762795034614.7997,2018
556,FOE,1612408000.0,0.2828,0.118,0.0497,0.2127,0.0774,0.091,3.7646,2.1809,-0.0946,0.0,0.0693,0.0278,0.1571,0.0888,16.5053,10.6185,3.4946,Basic Materials,1305549618.24,-5.661579695958682,0.26067331443064473,500837464353.244,2018
557,A,4914000000.0,0.5468,0.251,0.0643,0.0692,0.1133,0.0903,-0.3639,0.3939,-0.0038,-0.0641,0.0604,-0.1448,0.0808,-0.065,66.1122,16.4135,4.5113,Healthcare,20653078950.13,30.97610166088689,0.7517116649348029,2747473521236.533,2018
559,MOS,9587300000.0,0.1563,0.16699999999999998,0.049,0.0452,0.0342,0.0348,2.305,0.4356,0.0118,-0.1262,0.0124,-0.2274,0.0014,-0.2407,23.9426,9.355,1.0836,Basic Materials,11259581182.85,-25.20279237128069,2.2481507443517725,500837464353.244,2018
560,CTB,2808062000.0,0.1579,0.103,0.0273,0.0653,0.0629,0.0451,-0.175,0.2656,0.0138,0.0,0.0125,-0.021,0.0187,-0.2614,21.2697,5.4182,1.3812,Consumer Cyclical,1618807424.43,-8.655496054830651,0.1074430793513379,1506665142327.608,2018
562,SKX,4642068000.0,0.479,0.103,0.0649,0.1479,0.2171,0.1364,-1.8342,0.0477,0.1106,0.1702,0.1951,0.3974,0.131,0.0839,11.8601,5.747000000000001,1.7384,Consumer Cyclical,3617617317.3,86.24406050909181,0.24010758699250434,1506665142327.608,2018
570,RRC,3282645000.0,0.4518,-0.277,-0.532,-0.4302,-0.1105,-0.1967,-4.1251,0.9452,0.0428,0.0,0.0386,0.0,0.1156,0.0,0.0,0.0,0.5814,Energy,2387764237.65,-50.615922850584326,0.21331649066734507,1119352859303.12,2018
571,FL,7782000000.0,0.3156,0.096,0.0365,0.1127,0.14300000000000002,0.1014,-0.9666,0.0496,0.0568,0.2259,0.0839,-0.0319,0.0718,-0.1483,20.4619,6.4174,2.1737,Consumer Cyclical,5530611026.07,-23.854660594704256,0.36707632443967625,1506665142327.608,2018
572,NTAP,5919000000.0,0.6266,0.236,0.0196,0.051,0.4978,0.0278,-2.4803,0.8462,0.0893,-0.0686,0.0474,-0.209,0.0446,-0.3749,156.7442,10.4459,7.8475,Technology,18057990519.2,6.2389792535062325,0.3934818826822136,4589281314836.065,2018
575,BBBY,12349301000.0,0.3598,0.087,0.0344,0.1471,0.1146,0.1144,0.7147,0.5165,0.1279,0.0368,0.1279,-0.0796,0.1169,-0.159,7.1934,3.6228,1.0431,Consumer Cyclical,3124536371.26,51.967924185779495,0.2073809424191619,1506665142327.608,2018
579,VIAV,875700000.0,0.5577,0.054000000000000006,-0.0555,-0.0661,0.0012,-0.0629,0.9556,1.1338,-0.0545,0.0,-0.1158,0.0,0.0088,0.0,0.0,50.3335,3.1807,Technology,2335575113.76,51.05739717028607,0.05089195788041226,4589281314836.065,2018
580,SHOO,1653609000.0,0.3725,0.12,0.0781,0.1603,0.1894,0.2377,-1.3454,0.0,0.1518,0.1802,0.0834,0.0302,0.0844,0.0741,19.1519,11.9893,3.0477,Consumer Cyclical,2646377406.4,43.37989728360849,0.17564469582880773,1506665142327.608,2018
590,HA,2837411000.0,0.5131,0.16699999999999998,0.0822,0.246,0.1097,0.1238,0.4403,0.7487,0.085,0.2291,0.0638,0.3601,0.0953,0.1108,5.7041,3.1895,1.3632,Industrials,1304746329.36,11.108847251559544,0.06975802805109456,1870388779344.9854,2018
593,LBTYA,11957900000.0,0.5849,0.639,0.0607,0.1549,0.0116,0.094,3.658,6.3667,0.0251,0.0,-0.0592,0.0,-0.0717,0.0,0.0,5.7648,3.4363,Communication Services,16086508684.84,6.460670043697572,2.160030189331584,744735363620.9099,2018
597,ANF,3492690000.0,0.5966,0.075,0.002,0.0057,0.0398,0.0047,-1.4258,0.2417,0.0188,-0.3271,-0.0149,-0.4861,-0.006999999999999999,-0.4763,198.3,3.7058,1.0937,Consumer Cyclical,1350458099.1,-12.321116725885368,0.08963226540263036,1506665142327.608,2018
599,ITW,14768000000.0,0.4174,0.278,0.1736,0.7876,0.2005,0.6365,1.429,2.268,0.029,0.1002,0.0692,0.1535,0.0647,0.1392,16.5608,11.6517,12.9182,Industrials,42035930894.79,45.70678745453638,2.247443491909264,1870388779344.9854,2018
603,EVC,297815000.0,0.428,0.175,0.0408,0.0365,0.0462,0.0431,1.2228,0.7319,0.0268,0.0,0.0546,-0.3834,0.0496,-0.2235,20.7857,6.1902,0.7727,Consumer Cyclical,258573401.49,-4.58393360497796,0.017161968789596915,1506665142327.608,2018
604,IRM,4225761000.0,0.5737,0.34600000000000003,0.086,0.1952,0.0491,0.0864,5.4487,4.3754,-0.0027,0.1204,-0.0137,0.2027,0.0117,0.2953,24.7405,11.7846,4.9791,Industrials,9276377041.54,6.893913363457662,0.4959598316660459,1870388779344.9854,2018
607,EL,13683000000.0,0.7922,0.192,0.081,0.2363,0.1916,0.2367,0.3152,0.7559999999999999,0.0619,0.0944,0.07200000000000001,0.0273,0.0937,0.016,47.4219,20.2358,11.1774,Consumer Defensive,52391134298.88,58.10802381746671,3.3212908630000695,1577432885584.61,2018
611,VSH,3034689000.0,0.2928,0.203,0.1139,0.2501,0.179,0.16399999999999998,-0.4357,0.3592,0.0334,0.0,0.0515,0.2307,0.1051,0.0,7.5356,3.7907,1.8811,Technology,2597314707.42,22.63182290449573,0.056595238540367826,4589281314836.065,2018
612,TER,2100802000.0,0.5809,0.29100000000000004,0.2151,0.2968,0.2659,0.2941,-1.2035,0.2496,0.056,0.0,0.0838,0.2273,0.1304,0.3511,13.0207,7.9831,3.6889,Technology,5624862175.8,116.44579241081159,0.12256520770727533,4589281314836.065,2018
618,JNPR,4647500000.0,0.5898,0.16,0.122,0.1175,0.0829,0.1536,-1.9108,0.4435,0.0705,0.0535,0.0743,0.1314,0.023,0.0004,16.6111,10.5867,1.9288,Technology,9288104904.0,-5.5888532199570164,0.2023869156587491,4589281314836.065,2018
619,URBN,3616014000.0,0.3251,0.108,0.0299,0.0832,0.1418,0.0756,-1.1477,0.0,0.1349,-0.0002,0.1093,-0.0995,0.0994,-0.1714,35.1649,8.3254,2.8373,Consumer Cyclical,3692355345.81,-16.330215104569714,0.24506808062910224,1506665142327.608,2018
622,ETM,1462567000.0,0.2484,-0.151,-0.2471,-0.2709,-0.0455,-0.5174,-7.6299,1.4032,-0.0118,0.0,0.0097,0.0,-0.009000000000000001,0.0,0.0,0.0,0.5802,Consumer Cyclical,813815848.57,-18.82391599879072,0.05401438088046273,1506665142327.608,2018
630,FE,11261000000.0,0.3979,0.473,0.1197,0.1978,0.0594,0.0487,3.5781,2.8623,-0.065,-0.0466,-0.0847,0.2391,-0.13699999999999998,0.26,18.8693,7.1806,2.827,Utilities,19204772892.5,37.163376268176286,2.517684570691802,762795034614.7997,2018
631,NOC,30095000000.0,0.2257,0.17,0.1073,0.3944,0.085,0.4151,2.4107,1.6957,0.0602,0.0,0.1004,0.1694,0.1173,0.2095,13.1737,10.7413,5.1421,Industrials,42519466979.0,41.83714136323968,2.273295661765594,1870388779344.9854,2018
633,MCHP,3980800000.0,0.6081,0.39,0.0642,0.0779,0.1093,0.1212,0.5616,0.9355,0.1308,-0.0264,0.1603,0.1087,0.1695,-0.1579,79.6636,13.7915,6.2707,Technology,20535482435.43,49.208305223778865,0.4474661940867217,4589281314836.065,2018
634,KLIC,889121000.0,0.4605,0.222,0.0637,0.0644,0.262,0.0637,-3.0329,0.0173,0.0764,0.0,0.1247,0.0067,0.2168,0.0587,29.4146,5.2199,1.8487,Technology,1629836398.8,36.87042881729627,0.03551397892151703,4589281314836.065,2018
641,SHO,1159053000.0,0.5438,0.384,0.2161,0.094,0.0659,0.0676,0.3185,0.377,-0.0972,-0.0179,-0.0212,0.2215,-0.0521,-0.1286,12.3905,6.9937,1.1092,Real Estate,2969494276.62,13.597279053029265,3.602011228850582,82439895046.28998,2018
651,ARLP,2002857000.0,0.3402,0.343,0.183,0.3101,0.1183,0.2317,0.6829,0.6033,-0.0031,0.0434,-0.1249,-0.1204,-0.2065,-0.121,6.3285,3.9683,1.9029,Basic Materials,2257318061.46,-29.78965223402063,0.45070870733981244,500837464353.244,2018
653,OSK,7705500000.0,0.1763,0.102,0.0612,0.1877,0.1302,0.229,0.4617,0.3254,0.0134,0.1976,0.0365,0.1204,0.1062,0.3012,11.1442,7.0652,2.0679,Industrials,5197636809.0,55.93329691192503,0.2778907180367188,1870388779344.9854,2018
654,DHR,19893000000.0,0.5583,0.239,0.1333,0.094,0.0504,0.5565,1.8816,0.3452,0.0363,0.0625,0.0157,-0.0046,0.1115,-0.0768,27.2804,17.0726,2.5661,Healthcare,72277086733.36,53.45263528376326,2.6306745515360173,2747473521236.533,2018
656,AMN,2136074000.0,0.326,0.114,0.0664,0.2218,0.114,0.5342,1.5054,0.6895,0.0214,0.1126,0.1542,0.3309,0.1357,0.202,18.9498,12.3859,4.1512,Industrials,2655533910.82,11.967654384187233,0.14197764337262408,1870388779344.9854,2018
657,PPC,10937784000.0,0.0771,0.071,0.0227,0.1234,0.0721,0.0795,2.5315,1.1571,-0.0918,0.0,0.0622,-0.1405,0.0906,-0.2641,15.51,7.5089,1.9214,Consumer Defensive,3861690021.09,112.60559123313679,0.24480851492194072,1577432885584.61,2018
658,GNTX,1834063697.0,0.3765,0.34,0.2388,0.2352,0.2076,0.371,-0.6191,0.0,0.121,0.2235,0.1156,0.1675,0.0974,0.1521,12.3232,7.8672,2.8454,Consumer Cyclical,5297383579.71,45.431277541547786,0.3515966110111375,1506665142327.608,2018
659,RCL,9493849000.0,0.4457,0.335,0.1908,0.1631,0.0534,0.1029,3.3003,0.9705,0.0403,0.1242,0.0465,0.3211,0.0639,0.42,11.3709,9.7305,1.8403,Consumer Cyclical,20437757564.84,39.94207486252636,1.3564897063501609,1506665142327.608,2018
660,INTU,6025000000.0,0.8402,0.305,0.2206,0.4719,0.5652,0.8913,-0.6949,0.1555,0.0997,0.1361,0.1211,0.1244,0.1641,0.5870000000000001,39.4286,27.8018,18.5673,Technology,52405590715.68,35.75484151215288,1.141912798988048,4589281314836.065,2018
662,PCAR,23495700000.0,0.1945,0.172,0.0934,0.2555,0.1039,0.2295,1.3562,1.158,0.05,0.0839,0.0672,0.1359,0.0748,0.114,9.1424,6.2848,2.3221,Industrials,19966727099.44,43.2418801227721,1.0675174765768427,1870388779344.9854,2018
663,IR,15668200000.0,0.3077,0.14,0.0854,0.1905,0.0922,0.425,1.4483,0.5826,0.0454,0.0,0.0827,0.2045,0.0777,0.2884,16.8632,11.6301,3.1913,Industrials,22411223063.01,47.88484259496069,1.1982120140208745,1870388779344.9854,2018
664,PEG,9696000000.0,0.3564,0.36,0.1483,0.1,0.0338,0.0437,4.3855,1.0766,-0.0252,0.02,-0.0047,0.0304,-0.0229,-0.0497,18.2632,11.925999999999998,1.8247,Utilities,26308657405.5,19.900100825558148,3.4489812087968676,762795034614.7997,2018
666,WEC,7679500000.0,0.3013,0.328,0.1381,0.1083,0.0288,0.0507,4.6464,1.2054,0.026,0.0815,0.0416,0.0574,0.0365,0.1248,20.6131,13.3143,2.2323,Utilities,21853334292.26,40.45428393100054,2.864902536144013,762795034614.7997,2018
670,HMSY,598290000.0,0.3287,0.204,0.0919,0.0771,0.0492,0.13,0.5008,0.3364,0.1129,0.0874,0.0497,0.0757,0.0986,0.3307,42.6212,19.8598,3.3272,Industrials,2360307623.16,4.2253548558376846,0.12619342295170233,1870388779344.9854,2018
672,ALV,8678200000.0,0.1972,0.102,0.0219,0.1011,0.1114,0.0902,1.8164,1.1837,0.01,-0.0048,0.0157,-0.1554,-0.0141,-0.2499,32.0685,8.7045,3.2473,Consumer Cyclical,6120043900.56,24.00041244600656,0.40619801498196895,1506665142327.608,2018
675,BYD,2626730000.0,0.4779,0.224,0.0438,0.1004,0.0441,0.0435,6.2864,3.4731,0.0125,0.0,-0.0506,0.0,0.056,0.3391,20.5743,10.2413,2.0726,Consumer Cyclical,2331640243.62,42.15402172919834,0.1547550399963398,1506665142327.608,2018
676,WGO,2016829000.0,0.1487,0.08900000000000001,0.0508,0.1915,0.1186,0.3806,1.6055,0.5453,0.1188,0.4222,0.1741,0.2327,0.2076,0.2842,11.8673,8.3382,2.2686,Consumer Cyclical,1212303661.3,115.4100623668053,0.08046271379366642,1506665142327.608,2018
677,KSU,2714000000.0,0.6533,0.494,0.2312,0.1304,0.0716,0.0707,1.9297,0.5588,0.0187,0.1098,0.0434,0.1403,0.0652,0.1181,15.4951,9.1651,2.0048,Industrials,9707020743.45,60.95984885239769,0.5189841198068683,1870388779344.9854,2018
679,XLNX,2467023000.0,0.6987,0.319,0.1881,0.1966,0.3572,0.1308,-2.2001,0.726,0.0471,0.0403,0.0358,-0.0005,0.0335,-0.0869,37.1183,20.1216,7.3817,Technology,17592443064.96,14.145655344121089,0.38333764827376726,4589281314836.065,2018
683,JBHT,8614874000.0,0.3908,0.13,0.0568,0.233,0.1069,0.1362,1.0218,0.5468,0.1022,0.1084,0.1062,0.0896,0.1377,0.0662,20.7679,10.1145,4.8282,Industrials,10157765278.0,26.498542297905765,0.5430830953528962,1870388779344.9854,2018
686,EXPD,8138365000.0,0.322,0.107,0.076,0.3111,0.4683,0.3233,-1.0608,0.0,0.0585,0.0964,0.0963,0.1598,0.101,0.1363,19.1803,12.4351,5.9119,Industrials,11751658274.84,17.517464890086483,0.6283002980244279,1870388779344.9854,2018
687,PDLI,198110000.0,0.7554,-0.141,-0.3476,-0.0944,-0.0697,-0.1458,11.9205,0.1708,-0.0582,0.0,-0.1606,0.0,-0.278,0.0,0.0,0.0,0.5611,Healthcare,423331014.8,11.683845503126685,0.015408010724320825,2747473521236.533,2018
688,EXPE,11223000000.0,0.8249,0.15,0.0362,0.0989,0.0783,-0.4118,0.5861,0.9057,0.1381,0.0,0.1617,0.0942,0.1344,-0.2275,41.5683,10.5516,4.0760000000000005,Consumer Cyclical,16781969764.8,-2.3182968663500274,1.1138486776745873,1506665142327.608,2018
690,WERN,2457914000.0,0.546,0.18600000000000005,0.0684,0.1329,0.0772,0.1029,0.1994,0.0988,0.0114,0.094,0.0425,0.1451,0.0562,0.1091,12.5702,4.8041,1.653,Industrials,2103079710.62,36.643091522612174,0.11244077882869374,1870388779344.9854,2018
692,ED,12337000000.0,0.5056,0.327,0.112,0.0826,0.0334,0.0351,4.8775,1.2383,-0.0227,0.0002,-0.0126,0.0411,-0.0261,0.0288,17.2596,10.7713,1.4372,Utilities,23811092764.08,24.695928325061,3.1215584375302408,762795034614.7997,2018
693,HCSG,2008821000.0,0.1179,0.054000000000000006,0.0416,0.1895,0.1371,0.2335,-0.6629999999999999,0.0681,0.1129,0.1062,0.1032,0.1063,0.1071,0.118,35.5575,26.4954,6.754,Industrials,2965203640.0,-36.652856902257376,0.15853407979908976,1870388779344.9854,2018
695,DLTR,22245500000.0,0.3157,0.118,0.0771,0.2387,0.094,0.3486,1.7502,0.7906,0.1982,0.2578,0.2359,0.2154,0.309,0.3539,14.5359,11.2848,3.4741,Consumer Defensive,24952037343.84,3.125006797021124,1.5818129298472539,1577432885584.61,2018
700,CBT,3242000000.0,0.2409,0.087,-0.0349,-0.0979,0.0428,-0.0653,2.9258,0.8692,0.0037,0.0,-0.0061,0.0,0.0508,0.0,0.0,16.5753,3.3387,Basic Materials,3862800706.75,12.879105715648036,0.7712683218972495,500837464353.244,2018
704,GTE,613431000.0,0.7713,0.614,0.1673,0.0997,0.0875,0.0762,0.8345,0.3879,0.0544,0.0326,-0.0726,-0.1008,0.175,0.0,8.3462,3.0888,0.8222,Energy,849223606.28,-41.89189435909167,0.07586737276114204,1119352859303.12,2018
705,SWKS,3868000000.0,0.5043,0.422,0.2374,0.2242,0.2417,0.3048,-0.6298,0.0,0.1492,0.2214,0.1742,0.2785,0.0746,0.0634,17.9269,9.3226,3.9477,Technology,16235415946.95,81.55678348046928,0.353768157433817,4589281314836.065,2018
706,CP,5419259259.2593,0.6828,0.3785,0.2667,0.294,0.0841,0.1129,2.3107,1.3104,0.056,0.1397,0.1312,0.282,0.0595,0.1633,17.5668,7.331,2.8152,Industrials,13897124357.4526,44.57118778183153,0.7430072566153549,1870388779344.9854,2018
707,PNR,2965100000.0,0.3533,0.17600000000000002,0.1172,0.1892,0.0937,0.7042,1.3646,0.429,-0.0684,-0.0166,-0.1349,-0.0584,-0.1299,0.0,19.0808,13.9123,3.5556,Industrials,6558646913.4,23.713409024455338,0.35065687871036383,1870388779344.9854,2018
709,IIVI,1158794000.0,0.3989,0.191,0.0759,0.0859,0.0677,0.0838,0.8674,0.4286,0.133,0.0267,0.159,0.1149,0.151,0.092,30.0355,12.8357,2.5859,Technology,2648760845.5,5.4163982653757285,0.05771624495838118,4589281314836.065,2018
710,CROX,1088205000.0,0.5148,0.08800000000000001,0.0463,0.3356,0.2508,0.2313,-0.079,0.7984,0.062,0.0,0.0335,0.4431,0.0331,0.0,0.0,18.12,11.9289,Consumer Cyclical,1735490161.86,51.77535800967897,0.1151875166620558,1506665142327.608,2018
712,UHS,10772278000.0,1.0,0.151,0.0724,0.1447,0.0757,0.1461,2.3969,0.742,0.0882,0.1555,0.0897,0.0992,0.0806,0.0666,13.9593,9.0352,1.9938,Healthcare,10783241963.76,22.694365417026052,0.392478467232211,2747473521236.533,2018
713,ENB,34354074074.0741,0.3661,0.1452,0.0621,0.0415,0.0198,0.0335,7.0548,0.93,0.0312,0.0026,-0.0355,0.221,-0.1286,0.769,28.7379,11.4325,0.5714,Energy,29405257219.692,36.65712709382439,2.6269872788817414,1119352859303.12,2018
714,TDC,2164000000.0,0.4741,0.083,0.0139,0.0606,0.04,0.042,-0.9553,1.099,0.0626,-0.1579,0.0196,-0.358,0.0006,0.0,153.44,24.3752,9.0747,Technology,4534152000.0,-29.086091502612792,0.09879873751347854,4589281314836.065,2018
718,MLHR,2381200000.0,0.3666,0.105,0.0538,0.1927,0.1359,0.2275,0.2491,0.4138,0.0108,-0.0231,0.0569,0.1305,0.0361,0.0954,15.3953,8.115,2.9695,Industrials,1973562244.7,39.301309068672154,0.10551615078610269,1870388779344.9854,2018
724,FAST,4965100000.0,0.4832,0.229,0.1514,0.3265,0.2296,0.2682,0.2925,0.2171,0.0821,0.108,0.0907,0.1162,0.0923,0.1393,19.958,13.4848,6.4968,Industrials,15010190555.22,48.47488684144896,0.8025171408735997,1870388779344.9854,2018
726,CBRE,21340088000.0,0.208,0.091,0.0498,0.2153,0.0833,0.6357,1.1547,0.6275,0.1113,0.0,0.1402,0.2657,0.1729,0.224,12.7923,8.1263,2.755,Real Estate,13648847292.08,53.49361494390686,16.5561191998318,82439895046.28998,2018
730,VIAB,12943000000.0,0.4685,0.213,0.1328,0.2321,0.0852,0.5845,3.0876,1.3611,0.049,0.0458,0.0253,-0.0282,-0.0086,-0.0369,7.6019,7.824,1.7661,Consumer Cyclical,13076964725.88,-7.496076602608488,0.8679410147949488,1506665142327.608,2018
738,ALNY,74908000.0,0.9759,-10.069,-10.1658,-0.5849,-1.6301,-0.5675,1.396,0.023,-0.1082,0.0,-0.0057,0.0,0.1503,0.0,0.0,0.0,5.6599,Healthcare,7366123401.78,58.2875134518406,0.2681053464153055,2747473521236.533,2018
739,BMRN,1491212000.0,0.7886,-0.002,-0.0518,-0.026,-0.0274,-0.0311,75.3386,0.2798,0.1089,0.0,0.1616,0.0,0.1484,0.0,0.0,0.0,5.1052,Healthcare,15161988325.9,-0.4825753732732501,0.5518520272790898,2747473521236.533,2018
744,DF,7755283000.0,0.2134,-0.02,-0.0422,-1.079,-0.146,-0.2685,-5.6292,2.9916,-0.0646,0.0,-0.0245,0.0,-0.0082,0.0,0.0,0.0,1.1495,Consumer Defensive,348235988.82,-80.62954019968045,0.022076120765730123,1577432885584.61,2018
746,LDOS,10194000000.0,0.1475,0.098,0.057,0.1756,0.0708,0.5713,2.7859,0.9444,-0.0396,-0.0164,0.0025,0.1516,0.0136,0.0494,13.6104,10.602,2.3723,Technology,7847427196.4,91.25367256241763,0.17099468648895236,4589281314836.065,2018
751,INSM,9835000.0,0.7536,-29.871,-32.9717,-1.557,-6.4562,-0.7021,0.6076,1.52,-0.1824,0.0,-0.1721,0.0,0.0,0.0,0.0,0.0,4.857,Healthcare,1011423804.48,70.93771441885225,0.036812868137298616,2747473521236.533,2018
752,ETH,766784000.0,0.5425,0.09,0.0474,0.0948,0.0789,0.1007,-0.3011,0.0044,-0.0175,-0.0391,0.0213,0.0342,0.0241,0.0115,18.4586,9.4157,1.7195,Consumer Cyclical,667524491.85,10.993480547926984,0.04430476773483714,1506665142327.608,2018
755,AEE,6291000000.0,0.3675,0.38,0.1296,0.1068,0.0332,0.0376,3.7725,1.1841,-0.0366,0.015,0.0141,0.2292,0.0088,0.0878,19.5299,10.4372,2.0891,Utilities,15935414512.16,24.04821899104143,2.089082097946161,762795034614.7997,2018
757,LAMR,1627222000.0,0.6547,0.412,0.1876,0.2697,0.0674,0.2536,4.2735,2.5523,0.0239,0.6288,0.0452,0.4867,0.0543,0.0425,22.3883,14.5337,6.0807,Real Estate,6883788898.86,39.38700150878153,8.350069944891068,82439895046.28998,2018
761,ADI,6200942000.0,0.6827,0.434,0.2412,0.1327,0.0631,0.6752,2.0497,0.562,0.0661,0.0416,0.1436,0.1303,0.1507,0.219,21.4876,13.9794,2.8447,Technology,32104851663.08,41.16149095847939,0.6995616407146927,4589281314836.065,2018
763,OLED,247414000.0,0.7553,0.353,0.2378,0.0852,0.1245,0.103,-5.9025,0.0,0.3286,0.0,0.1057,-0.0489,0.0897,0.5882,75.4597,44.5761,6.352,Technology,4407242160.69,126.57068550320488,0.0960333842783275,4589281314836.065,2018
765,CBS,14514000000.0,0.3723,0.201,0.135,0.6990000000000001,0.0956,0.5785,3.3585,3.6159,0.0657,0.0,0.1069,0.1083,0.13,0.2045,8.4077,8.957,5.836,Consumer Cyclical,16364188023.96,-9.674410373352034,1.0861197730160126,1506665142327.608,2018
767,TMO,24358000000.0,0.4457,0.227,0.1206,0.1065,0.048,0.3399,3.0543,0.6884,0.0921,0.1204,0.1077,0.1564,0.1253,0.1387,30.6142,19.3488,3.2612,Healthcare,90092568527.78,48.448739303264254,3.2791059797814817,2747473521236.533,2018
774,BR,4329900000.0,0.2685,0.16899999999999998,0.0988,0.391,0.1651,1.0239,1.0812,0.9626,0.0928,0.1028,0.132,0.1606,0.1816,0.1523,31.6694,19.7995,12.4034,Industrials,13668093174.89,32.19581520971098,0.730762145593955,1870388779344.9854,2018
780,AXL,7270400000.0,0.1569,0.087,-0.0079,-0.0387,0.0098,-0.018000000000000002,5.2847,2.5665,0.053,0.0,0.0893,0.0,0.0824,0.0,0.0,7.2512,0.8356,Consumer Cyclical,1239887771.1,-5.1146377063645225,0.082293519393734,1506665142327.608,2018
784,EXTR,983142000.0,0.5437,0.017,-0.0476,-0.4151,-0.0801,-0.3193,4.6912,1.7542,0.1059,0.0,0.2199,0.0,0.1551,0.0,0.0,64.3689,8.6509,Technology,974656471.65,19.837394654849373,0.02123767110329814,4589281314836.065,2018
788,VECO,542082000.0,0.3574,-0.6679999999999999,-0.7509999999999999,-0.9299,-0.5411,-0.9245,-0.0721,0.6565,0.0136,0.0,0.061,0.0,-0.0143,0.0,0.0,0.0,0.7914,Technology,354146137.41,89.06048412411488,0.0077168103917519505,4589281314836.065,2018
794,BDC,2585368000.0,0.39,0.16699999999999998,0.0622,0.116,0.0722,0.1716,2.4207,1.0548,0.0361,0.0,0.0615,0.1093,0.0528,0.3631,13.4742,6.3295,1.1991,Technology,1683556892.16,31.48144517312777,0.03668454332310066,4589281314836.065,2018
