,Company,Revenue,Gross Margin,EBITDA Margin,Net Profit Margin,returnOnEquity,ROIC,returnOnAssets,Net Debt to EBITDA,Debt to Equity,10Y Revenue Growth (per Share),10Y Net Income Growth (per Share),5Y Revenue Growth (per Share),5Y Net Income Growth (per Share),3Y Revenue Growth (per Share),3Y Net Income Growth (per Share),PE ratio,Enterprise Value over EBITDA,priceBookValueRatio,Sector,Market Cap,priceVar,Market Capitalisation,Sector Market Cap,year
640,SGEN,482250000.0,0.8878,-0.279,-0.2603,-0.1853,-0.4111,-0.2444,3.0692,0.0,0.2486,0.0,0.1349,0.0,0.1317,0.0,0.0,0.0,11.9346,Healthcare,8078697780.33,0.9442344008754028,0.3049929770377613,2648814362479.4917,2017
641,TFX,2146303000.0,0.546,0.196,0.0711,0.0628,0.0427,0.1484,4.5487,0.9255,0.0174,-0.0096,0.0467,0.0,0.0235,-0.0926,75.1416,31.7918,4.7257,Healthcare,11475399782.91,2.0243916040739207,0.43322778468205503,2648814362479.4917,2017
642,QDEL,277743000.0,0.5622,0.145,-0.0294,-0.036000000000000004,0.0075,-0.0309,8.9636,1.7501,0.0837,0.0,0.1182,0.0,0.1549,0.0,0.0,46.4316,6.7147,Healthcare,1510481867.13,9.880709789545136,0.05702482924156581,2648814362479.4917,2017
644,LCI,633341000.0,0.4756,0.229,-0.0009,-0.001,0.0407,-0.0011,5.2233,1.6104,0.1754,0.0,0.3164,0.0,0.2837,0.0,0.0,10.4513,1.3413,Healthcare,759503648.4,-79.02748364418277,0.028673343785747478,2648814362479.4917,2017
646,WST,1599100000.0,0.3207,0.21,0.0942,0.1177,0.1047,0.1143,-0.1157,0.1539,0.0333,0.0655,0.0308,0.1147,0.0258,0.0439,48.7745,21.8663,5.7683,Healthcare,7388165838.5,-0.910503366485976,0.27892350415920103,2648814362479.4917,2017
651,ALGN,1473413000.0,0.7581,0.271,0.1571,0.2005,0.393,0.2298,-1.8069,0.0,0.1583,0.1844,0.2148,0.3172,0.2495,0.1696,77.7232,43.2936,15.5836,Healthcare,18009515872.48,-6.762533510643791,0.6799085707018638,2648814362479.4917,2017
654,NUVA,1026685000.0,0.7385,0.227,0.0795,0.1026,0.0499,0.1329,2.1634,0.7327,0.1636,0.0,0.0711,0.8572,0.0733,0.0,38.3,15.5508,3.936,Healthcare,3123317079.04,-19.12532251871617,0.11791377769925476,2648814362479.4917,2017
657,ARAY,383414000.0,0.3686,-0.027000000000000003,-0.0771,-0.6357,-0.0488,-0.6218,-5.2798,3.5367,-0.0008,0.0,-0.0424,0.0,-0.0157,0.0,0.0,0.0,8.4904,Healthcare,394254588.5,-24.222220314873592,0.014884190983129061,2648814362479.4917,2017
662,CLDX,12743000.0,1.0,-8.789,-7.3006,-0.3936,-0.515,-0.7303,1.2449,0.0,-0.0521,0.0,-0.1258,0.0,0.35200000000000004,0.0,0.0,0.0,1.6879,Healthcare,397077353.4,-93.15068481220062,0.014990758092549203,2648814362479.4917,2017
668,MNTA,138882000.0,1.0,-0.568,-0.6343,-0.2355,-1.1746,-0.25,4.6338,0.0,0.1212,0.0,0.0841,0.0,0.2337,0.0,0.0,0.0,2.8684,Healthcare,1096154397.1,-23.06620440157569,0.041382831980490926,2648814362479.4917,2017
672,MMSI,727852000.0,0.4482,0.134,0.0378,0.0407,0.021,0.0558,2.5323,0.4117,0.0942,0.0218,0.0979,0.0383,0.0808,0.0193,77.7679,25.0239,3.234,Healthcare,2186159177.15,28.15155534100985,0.08253349906724262,2648814362479.4917,2017
676,VAR,2619300000.0,0.4253,0.146,0.0834,0.14400000000000002,0.1467,0.2409,-0.9556,0.2306,0.0747,0.0231,0.0236,-0.0923,-0.0116,-0.1526,42.3983,23.0151,6.0592,Healthcare,9185597453.64,2.099472095136306,0.3467814726375004,2648814362479.4917,2017
684,CRL,1857601000.0,0.3773,0.245,0.0664,0.118,0.0778,0.1077,2.1536,1.0957,0.08,0.0159,0.1096,0.0533,0.1226,-0.0128,42.5577,13.6546,5.0271,Healthcare,5240552519.95,2.286487794313457,0.19784521687070755,2648814362479.4917,2017
687,INO,42220086.0,1.0,-2.007,-2.0892,-0.6195,-2.1502,-0.7273,1.5038,0.0,0.0108,0.0,0.3373,0.0,0.4291,0.0,0.0,0.0,2.972,Healthcare,422586047.52,-14.529911394890362,0.0159537811900275,2648814362479.4917,2017
697,ABMD,445304000.0,0.8414,0.219,0.117,0.1153,0.2239,0.151,-2.1899,0.0361,0.1862,0.0,0.2561,0.9861,0.3018,0.8614,103.4711,53.6933,12.0685,Healthcare,5451125368.0,68.86071965770975,0.20579491885936965,2648814362479.4917,2017
698,HRC,2743700000.0,0.4813,0.134,0.0487,0.0984,0.045,0.1548,5.6393,1.7003,0.0666,-0.0406,0.0972,0.0093,0.126,0.246,37.5,19.3197,3.7002,Healthcare,5039875692.0,5.543821712062021,0.1902691167561585,2648814362479.4917,2017
703,MTD,2725053000.0,0.5782,0.251,0.138,0.687,0.2192,0.3816,1.2167,1.7904,0.0814,0.1173,0.0704,0.0931,0.0719,0.0769,42.8249,24.6602,29.4169,Healthcare,16015089536.4,-9.66618125794622,0.6046135117377066,2648814362479.4917,2017
708,DRRX,49170000.0,0.8651,-0.017,-0.0751,-0.172,-0.1791,-0.1213,19.0876,0.9707,-0.0248,0.0,-0.1082,0.0,0.2491,0.0,0.0,0.0,6.3996,Healthcare,136662440.52,-47.82608906916271,0.005159381588072997,2648814362479.4917,2017
711,OSUR,167064000.0,0.5923,0.282,0.1852,0.1199,0.2327,0.1466,-3.3094,0.0,0.0471,0.2566,0.1064,0.0,0.1413,0.0,37.0962,21.5257,4.5345,Healthcare,1169906169.96,-39.45049377486525,0.04416716348762466,2648814362479.4917,2017
715,ELGX,181157000.0,0.6697,-0.197,-0.3665,-0.8846,-0.1001,-0.6528,-4.6205,3.0039,0.1285,0.0,0.0418,0.0,-0.0133,0.0,0.0,0.0,5.7612,Healthcare,431455680.7,-86.07350154155823,0.016288634145585224,2648814362479.4917,2017
720,CUTR,151493000.0,0.5684,0.086,0.198,0.4622,0.2162,0.636,-2.7676,0.0,0.0351,0.1047,0.1477,0.0,0.2582,0.0,20.9722,45.601000000000006,9.5922,Healthcare,627629959.8,-62.42825442734361,0.023694750703952338,2648814362479.4917,2017
722,CBM,534456000.0,0.4309,0.325,0.1917,0.188,0.1901,0.1725,-1.0557,0.0,0.064,-0.0809,0.1194,0.0838,0.1035,0.1897,16.4172,8.6768,3.1044,Healthcare,1689684042.8,-26.750729620987805,0.06379020239147025,2648814362479.4917,2017
745,EHC,3913900000.0,1.0,0.193,0.0693,0.2352,0.101,0.1593,3.259,2.2366,0.0667,-0.1,0.131,0.0815,0.1516,0.042,0.4861,3.4413,0.1189,Healthcare,137635125.6,22.02194447622169,0.005196103115024,2648814362479.4917,2017
746,MYGN,728700000.0,0.7651,0.124,0.0239,0.0226,0.0321,0.1286,-0.5689,0.129,0.1968,0.0,0.1272,-0.2809,0.0125,-0.5216,103.36,18.8377,2.317,Healthcare,1760180748.0,-16.728731532838463,0.06645164617547365,2648814362479.4917,2017
747,LHCG,1062602000.0,0.364,0.073,0.0472,0.1116,0.0756,0.3452,1.8173,0.3214,0.1362,0.0988,0.1093,0.1297,0.121,0.3068,21.7739,16.2897,2.4367,Healthcare,1126392525.96,52.35313028355236,0.04252440419817156,2648814362479.4917,2017
751,UTHR,1725300000.0,0.9387,0.469,0.2422,0.1988,0.3423,0.2698,-0.8368,0.1189,0.2294,0.417,0.174,0.102,0.1362,0.1041,15.9937,7.2737,3.1157,Healthcare,6565487392.82,-28.326971320225677,0.24786513867563767,2648814362479.4917,2017
753,AMED,1511272000.0,0.4022,0.068,0.02,0.0588,0.0941,0.2382,0.0242,0.1724,0.052000000000000005,-0.0979,-0.0143,0.0,0.0634,0.3148,59.7667,17.8208,3.5381,Healthcare,1825455415.74,117.7170452074595,0.06891594373685118,2648814362479.4917,2017
763,IART,1188236000.0,0.6335,0.114,0.0545,0.0673,0.0102,0.0872,12.3104,1.9133,0.0452,0.0613,0.0098,0.029,0.0795,0.1711,55.7976,39.4864,3.8199,Healthcare,3678237472.19,-3.7764038790271326,0.1388635430361715,2648814362479.4917,2017
767,RMTI,57300281.0,0.0646,-0.443,-0.4524,-0.7876,-0.9771,-0.6138,1.301,0.0,-0.1125,0.0,-0.1367,0.0,-0.0335,0.0,0.0,0.0,8.7881,Healthcare,291932265.6,-59.92907723468598,0.011021242927976621,2648814362479.4917,2017
768,ALKS,903374000.0,0.8287,-0.036000000000000004,-0.1748,-0.1313,-0.0859,-0.1968,4.6443,0.234,0.0931,0.0,0.1161,0.0,0.114,0.0,0.0,0.0,7.0641,Healthcare,8491506854.6,-46.559218441636105,0.32057765069845456,2648814362479.4917,2017
771,ATRS,54515000.0,0.4962,-0.242,-0.3071,-0.4991,-0.3602,-0.2992,0.5067,0.741,0.1024,0.0,0.1126,0.0,0.1983,0.0,0.0,0.0,9.6666,Healthcare,324316223.28,31.400971803374,0.012243826063235904,2648814362479.4917,2017
772,WCG,17007200000.0,0.133,0.038,0.022,0.1546,0.0,0.2204,-5.6829,0.4893,0.1146,0.0495,0.1734,0.1442,0.0898,0.7953,24.1131,8.1801,3.7315,Healthcare,9017841167.8,16.558870787852964,0.3404482131906977,2648814362479.4917,2017
783,CERS,51326000.0,0.561,-1.011,-1.1804,-1.5559,-2.5375,-0.8795,0.6005,0.7652,0.0319,0.0,-0.0676,0.0,-0.0088,0.0,0.0,0.0,10.4594,Healthcare,406147733.52,42.41573744809875,0.01533318979514347,2648814362479.4917,2017
784,ANGO,269788000.0,0.5336,0.094,0.0186,0.0097,-0.0279,0.0392,1.8714,0.187,0.0462,0.0,-0.0336,0.0,-0.0994,0.2699,107.7143,23.695,1.0774,Healthcare,554648386.76,20.10739192042124,0.020939496350390024,2648814362479.4917,2017
788,MGLN,5838583000.0,0.0464,0.047,0.0189,0.0863,0.0661,0.147,0.5214,0.6688,0.1593,0.0661,0.1592,-0.0345,0.2132,0.1686,20.5297,8.9327,1.8251,Healthcare,2329697901.0,-41.28999123446357,0.0879524791922083,2648814362479.4917,2017
789,ADMP,13073259.0,0.4324,-1.727,-1.9535,-0.6458,-0.5766,-1.3278,0.5874,0.1281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8478,Healthcare,151910768.1,-50.54945262240514,0.005735047735010013,2648814362479.4917,2017
792,MD,3458312000.0,0.2892,0.17,0.0926,0.1045,0.0572,1.4606,2.9979,0.6042,0.1473,0.0894,0.1494,0.0698,0.1479,0.025,15.7752,11.7188,1.6545,Healthcare,5126688001.82,-39.71501828984911,0.19354651931972425,2648814362479.4917,2017
798,VIVO,200771000.0,0.6191,0.23,0.1074,0.1271,0.1348,0.1523,-0.0742,0.3222,0.0436,-0.0275,0.0251,-0.0885,0.0147,-0.152,28.2353,13.0832,3.5833,Healthcare,607723444.8,24.46288650382305,0.0229432252183624,2648814362479.4917,2017
799,CTIC,25146000.0,0.9855,-1.514,-1.6174,-1.8645,0.0,-1.3543,0.7668,0.6427,-0.2213,0.0,0.0,0.0,-0.4454,0.0,0.0,0.0,5.3188,Healthcare,116020017.9,-72.96296273402879,0.004380073573423108,2648814362479.4917,2017
802,ACOR,588287000.0,0.7693,-0.35700000000000004,-0.3797,-0.4295,-0.161,-0.6679,-0.1316,0.6445,0.2386,0.0,0.1054,0.0,0.0944,0.0,0.0,0.0,2.0142,Healthcare,1058823309.9,-31.214127213671805,0.03997348115059527,2648814362479.4917,2017
808,BIO,2160153000.0,0.5498,0.056,0.0566,0.0417,0.0248,0.0621,-2.6944,0.1485,0.0291,0.0171,-0.0008,-0.0676,-0.0111,0.1024,58.5971,56.7796,2.4524,Healthcare,7185592288.3,-3.8107849465743278,0.271275797582649,2648814362479.4917,2017
816,TVTY,556942000.0,0.2897,0.227,0.1144,0.2343,0.1905,-0.511,0.9309,0.5367,-0.0214,0.0232,-0.0683,0.4663,0.0722,0.0,22.6235,12.4327,5.3456,Healthcare,1451959421.65,-32.305597727127484,0.054815446571758075,2648814362479.4917,2017
817,TECH,563003000.0,0.6653,0.319,0.1351,0.0801,0.0596,0.2189,1.0373,0.362,0.1028,-0.0057,0.1212,-0.0768,0.1587,-0.1215,57.598,25.4951,4.6206,Healthcare,4386686132.5,10.968751155582844,0.16560942112960034,2648814362479.4917,2017
822,ICUI,1292613000.0,0.3296,0.093,0.0531,0.0573,-0.0045,0.0652,-2.5032,0.0,0.1747,0.0803,0.2422,0.0381,0.4822,0.2664,61.7429,33.7791,3.6352,Healthcare,4350208613.5,6.260989540562887,0.16423229483805252,2648814362479.4917,2017
826,LMAT,100867000.0,0.7009,0.25,0.1703,0.1565,0.1845,0.2161,-1.6544,0.0,0.0705,0.0,0.0734,0.3987,0.0752,0.5666,34.1978,22.1533,5.6919,Healthcare,599524932.8,-23.397703395437397,0.022633708926238193,2648814362479.4917,2017
829,CMD,770157000.0,0.4767,0.187,0.0927,0.1362,0.1073,0.2987,0.621,0.2405,0.1177,0.2201,0.141,0.172,0.1605,0.1784,43.3918,22.1207,5.9086,Healthcare,3095700722.8,-26.41894472776241,0.1168711845817005,2648814362479.4917,2017
834,ITGR,1136080000.0,0.3116,0.172,0.0587,0.0746,0.0298,0.1195,8.0351,1.8012,0.0966,0.1468,0.0572,0.0,0.093,-0.0168,21.3679,15.369000000000002,1.6072,Healthcare,1434643299.0,67.97356734175602,0.05416171549511928,2648814362479.4917,2017
836,RGEN,141236000.0,0.5253,0.171,0.2007,0.0479,0.0161,0.1181,-3.0794,0.1678,0.2307,0.0,0.129,0.1012,0.2362,0.4342,50.0811,63.6478,2.7333,Healthcare,1614530240.36,42.30976719951309,0.060952940426096024,2648814362479.4917,2017
837,EBS,560900000.0,0.6654,0.299,0.1473,0.0905,0.0982,0.1042,-0.9881,0.0148,0.0784,0.0959,0.1142,0.2483,0.07400000000000001,0.2617,24.2273,10.8459,2.3257,Healthcare,1985737242.06,23.57723008293885,0.07496702185657128,2648814362479.4917,2017
853,HBIO,77407000.0,0.506,0.039,-0.0112,-0.0107,-0.0043,-0.0232,2.1839,0.1452,-0.0198,0.0,-0.1042,0.0,-0.1296,0.0,0.0,40.5269,1.4234,Healthcare,115105689.6,-3.636360221001021,0.004345555174816113,2648814362479.4917,2017
855,CDMO,57630000.0,0.3361,-0.446,-0.4886,-0.5255,0.1117,-0.5314,1.866,0.0,0.0869,0.0,0.0401,0.0,0.1697,0.0,0.0,0.0,3.5646,Healthcare,193511158.75,32.571990416259325,0.007305576468139461,2648814362479.4917,2017
863,PRSC,1318220000.0,0.0718,0.065,0.0405,0.1578,0.0764,0.4984,-0.5986,0.0088,0.1496,0.1246,0.0299,0.4366,0.094,0.419,19.1688,8.8183,2.4153,Healthcare,800858165.38,-0.28243590766569104,0.030234590114134534,2648814362479.4917,2017
867,CNMD,796392000.0,0.5412,0.084,0.0697,0.0879,0.0247,0.1718,6.772,0.7704,0.0162,0.0396,0.0115,0.0693,0.0198,0.1931,25.4322,27.8681,2.2389,Healthcare,1413732857.04,28.300328021646123,0.053372289016004826,2648814362479.4917,2017
868,CYTK,13368000.0,1.0,-9.19,-9.5594,-1.1634,0.0,-0.5207,1.93,0.2893,-0.1687,0.0,-0.0831,0.0,-0.4095,0.0,0.0,0.0,4.3,Healthcare,471490853.75,-27.771426609584264,0.01780007162558001,2648814362479.4917,2017
869,FONR,78036586.0,0.5124,0.24,0.2514,0.2534,0.1727,0.3526,-0.5128,0.0067,0.063,0.0,0.1462,0.277,0.0357,0.2255,9.3121,9.6892,2.208,Healthcare,191424855.75,-16.878852344820746,0.0072268128133680075,2648814362479.4917,2017
870,CRY,189702000.0,0.6781,0.096,0.0195,0.0134,0.0098,0.0218,10.207,0.8171,0.0479,-0.0852,0.0331,-0.1756,0.0285,-0.2514,173.6364,45.3442,2.3465,Healthcare,639039243.2,48.58638007306044,0.02412548241401903,2648814362479.4917,2017
874,HSKA,129341000.0,0.4504,0.181,0.077,0.0991,0.107,0.1639,-0.1559,0.0597,0.0134,-0.1453,0.0613,0.4437,0.0684,0.4795,56.162,24.4582,5.6764,Healthcare,577692013.25,7.962380531813282,0.021809456390489982,2648814362479.4917,2017
875,USPH,414051000.0,0.2189,0.097,0.0538,0.1086,0.1327,0.3843,0.9683,0.2966,0.0972,0.0896,0.0927,0.0311,0.0967,0.0418,41.733,24.0077,4.5142,Healthcare,924086348.9,40.652331192518936,0.034886791690263444,2648814362479.4917,2017
882,NEO,240251000.0,0.4244,0.106,-0.0016,-0.0023,0.0091,-0.0046,3.6342,0.6131,0.2284,0.0,0.1787,0.0,0.2294,0.0,0.0,31.1516,4.0608,Healthcare,701171337.04,44.61008337759935,0.026471139199941904,2648814362479.4917,2017
890,CHE,1666724000.0,0.3097,0.094,0.0589,0.1817,0.0974,0.7819,0.5744,0.1873,0.0875,0.0929,0.0655,0.0532,0.0695,0.0186,40.4223,25.7207,7.3241,Healthcare,3943283420.94,15.137717894552393,0.14886975383389217,2648814362479.4917,2017
908,ATRC,174716000.0,0.7221,-0.08900000000000001,-0.1539,-0.1669,-0.0775,-0.34,-0.1556,0.2287,0.041,0.0,0.0445,0.0,0.0981,0.0,0.0,0.0,3.7426,Healthcare,636736977.93,65.67407427754908,0.02403856559181315,2648814362479.4917,2017
911,SRDX,73112000.0,0.8438,0.172,0.0537,0.0352,0.0566,0.053,-3.8398,0.0,0.032,0.0487,0.1314,-0.1276,0.0967,-0.3033,107.0,29.5912,3.7528,Healthcare,420829748.1,66.70193187166065,0.01588747607461896,2648814362479.4917,2017
917,ENSG,1849317000.0,0.1188,0.069,0.0219,0.0822,0.0617,0.0596,2.0274,0.6355,0.0985,0.0116,0.1358,-0.0345,0.1645,-0.0041,27.6018,10.8127,2.2737,Healthcare,1115794812.4942,67.3055779811912,0.04212431147684246,2648814362479.4917,2017
926,CSII,204906000.0,0.8075,0.013,-0.0087,-0.0151,-0.0217,-0.0121,-32.2818,0.1782,-0.1168,0.0,0.0671,0.0,0.0945,0.0,0.0,356.6188,8.9288,Healthcare,1054309629.34,17.53300346588226,0.0398030773418597,2648814362479.4917,2017
928,NEOG,358277000.0,0.4715,0.227,0.1222,0.0929,0.1164,0.1374,-1.7693,0.0,0.1304,0.1466,0.1253,0.1251,0.1168,0.1437,54.574,27.9556,5.1169,Healthcare,2413181052.4076,-5.2526593341539725,0.09110419690373013,2648814362479.4917,2017
935,OFIX,433823000.0,0.7855,0.129,0.0143,0.021,0.1042,0.0286,-1.4528,0.0,-0.0205,-0.0631,0.0064,-0.3138,0.0319,0.0,160.4118,16.3468,3.357,Healthcare,994336956.36,-3.75870774229657,0.03753894461026801,2648814362479.4917,2017
946,ATHX,3708000.0,1.0,-8.511000000000001,-8.695,-1.3792,0.0,-1.383,0.929,0.0,-0.1982,0.0,-0.3416,0.0,0.1619,0.0,0.0,0.0,9.2679,Healthcare,214546111.03,-20.441983273816504,0.008099703552995255,2648814362479.4917,2017
1003,FVE,1396106000.0,0.209,0.012,-0.015,-0.1442,-0.0772,-0.0909,-3.6815,0.0565,-0.0072,0.0,0.0241,0.0,0.0086,0.0,0.0,0.7186,0.5092,Healthcare,75073965.0,-67.99999872843424,0.0028342478832576647,2648814362479.4917,2017
1013,ANIK,113420000.0,0.7587,0.445,0.2805,0.1207,0.2545,0.1276,-3.1145,0.0,0.1081,0.1487,0.0766,0.1975,0.0265,-0.0579,25.1881,12.8302,3.0392,Healthcare,805077735.79,-38.790747215899714,0.03039389045883857,2648814362479.4917,2017
1016,UTMD,41414000.0,0.6373,0.528,0.2054,0.1089,0.2501,0.1532,-1.8282,0.0,0.0435,0.0126,-0.0026,-0.037000000000000005,0.0032,-0.0906,34.6288,11.6719,3.7767,Healthcare,295043580.0,5.976791449002154,0.01113870357165448,2648814362479.4917,2017
1022,SNOA,12825000.0,0.4419,0.41,0.7231,0.4327,-1.6525,0.4503,-3.2435,0.0191,-0.2025,0.0,-0.2854,0.0,-0.3263,-0.0682,3.2591,2.5705,1.4282,Healthcare,30563924.67,-87.77969065862436,0.0011538719021966432,2648814362479.4917,2017
1028,NHC,963895000.0,1.0,0.127,0.0583,0.08,0.0518,0.0777,-0.8664,0.1804,0.0324,0.0023,0.0293,-0.0287,0.0019,-0.0142,16.7405,6.8105,1.3398,Healthcare,941293198.7,30.28824350077205,0.03553639741740444,2648814362479.4917,2017
1029,INFI,6000000.0,1.0,-6.638,-6.9717,-0.8764,0.0,-0.8898,1.2959,0.1257,-0.2102,0.0,-0.3967,0.0,-0.6731,0.0,0.0,0.0,2.3699,Healthcare,113086495.59,-47.0852045984208,0.0042693250682974415,2648814362479.4917,2017
1032,BIOL,46926000.0,0.3223,-0.34700000000000003,-0.3591,-0.5759,-0.6363,-0.6394,0.7311,0.0,-0.1305,0.0,-0.1863,0.0,-0.1739,0.0,0.0,0.0,1.1996,Healthcare,31928137.5,-52.857140262110605,0.001205374674505798,2648814362479.4917,2017
1041,RVP,34493838.0,0.2891,-0.083,-0.1083,-0.1375,-0.1496,-0.1243,3.9562,0.1285,-0.0026,0.0,-0.034,0.0,-0.0505,0.0,0.0,0.0,0.8174,Healthcare,22213188.72,-11.764703304297399,0.0008386087388625742,2648814362479.4917,2017
1069,ATRI,146595000.0,0.4826,0.348,0.2496,0.1985,0.2007,0.2128,-1.2859,0.0,0.0544,0.1036,0.061,0.1108,0.0337,0.1176,31.2487,21.1956,6.2208,Healthcare,1146938342.7,20.605029211125974,0.043300065076148954,2648814362479.4917,2017
1070,AHPI,33512030.0,0.1956,-0.029,-0.0623,-0.129,-0.0844,-0.1349,1.035,0.0,-0.0527,0.0,-0.0483,0.0,-0.0269,0.0,0.0,0.0,0.7166,Healthcare,11599121.93,-12.440185738347573,0.00043789863473642373,2648814362479.4917,2017
1075,BSTC,27443752.0,1.0,0.7509999999999999,0.4128,0.1678,0.8154,0.1763,-2.8783,0.0,0.29600000000000004,0.0,0.1688,0.2747,0.2085,0.3011,27.6139,12.3443,4.642,Healthcare,313666235.79,38.89524866046249,0.011841759854261155,2648814362479.4917,2017
1077,CYCC,0.0,0.0,-8.372,0.0,-0.3432,0.0,-0.3413,2.8360000000000003,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3509,0.6171,Healthcare,20951956.96,-65.34090809031458,0.0007909937841165802,2648814362479.4917,2017
1078,DRAD,104632000.0,0.2026,0.039,-0.3415,-1.2853,-0.0698,-0.9664,4.2417,0.7015,0.0289,0.0,0.1477,0.0,0.2034,0.0,0.0,17.112000000000002,1.8755,Healthcare,52137748.0,-76.18180338640255,0.001968342845709848,2648814362479.4917,2017
1097,ACER,0.0,0.0,-4.564,0.0,-0.6355,-1.3028,-0.9752,1.1218,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.4496,Healthcare,95535844.46,35.854154417060634,0.00360673989892486,2648814362479.4917,2017
1104,AMS,19556000.0,0.443,0.482,0.0983,0.0806,0.0566,0.0398,2.1903,0.9701,-0.0269,0.0594,-0.0154,1.0973,0.06,0.0,7.7273,3.7353,0.6103,Healthcare,14560500.0,-6.6666604335010815,0.000549698771127557,2648814362479.4917,2017
1109,BASI,24242000.0,0.3175,0.122,0.0365,0.1044,0.0633,0.0704,1.3989,0.5408,-0.0956,-0.0541,-0.0554,0.0,-0.0136,0.0,16.0909,6.3206,1.7228,Healthcare,14582845.92,-48.37398531574178,0.0005505423908359266,2648814362479.4917,2017
1112,BLFS,11022000.0,0.612,-0.18,-0.2282,-0.2492,-0.1664,-0.2641,3.355,0.0,0.1554,0.0,-0.0609,0.0,0.1193,0.0,0.0,0.0,8.1196,Healthcare,81237720.4,101.84563181163077,0.0030669465384488225,2648814362479.4917,2017
1126,CEMI,24015427.0,0.462,-0.21600000000000005,-0.2653,-0.4872,-0.4164,-0.6592,0.7121,0.0076,-0.0907,0.0,-0.0945,0.0,-0.1236,0.0,0.0,0.0,7.6291,Healthcare,99780417.0,-30.123461964762093,0.0037669841425428522,2648814362479.4917,2017
1128,CLBS,0.0,0.0,-4.15,0.0,0.455,0.0,0.439,-4.9112,0.0031,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.4453,0.0,0.6934,Healthcare,35042182.0,-3.7837865702682367,0.0013229383869391984,2648814362479.4917,2017
1139,DYNT,35758330.0,0.3218,-0.032,-0.0522,-0.1514,-0.0506,-0.1727,-5.1599,0.4923,0.0127,0.0,-0.017,0.0,0.0136,0.0,0.0,0.0,0.7162,Healthcare,10312652.0,-7.457627967937468,0.00038933086991972416,2648814362479.4917,2017
1154,ICCC,10431091.0,0.5006,0.045,-0.0161,-0.0071,-0.0053,-0.0053,11.0672,0.3796,0.0006,0.0,0.0337,0.0,-0.0565,0.0,0.0,100.7218,1.7898,Healthcare,41774995.3,-14.75211849454618,0.0015771205370879754,2648814362479.4917,2017
1155,IDXG,15897000.0,0.5371,-0.534,-0.7684,-0.3064,-0.2453,-0.9875,1.7906,0.0,-0.3565,0.0,-0.59,0.0,0.0064,0.0,0.0,0.0,0.4152,Healthcare,28191476.25,-23.80951921415416,0.001064305473774713,2648814362479.4917,2017
1158,ISR,4761000.0,0.17600000000000002,-1.271,-1.2943,-0.5812,-1.9602,-0.6018,1.513,0.0,-0.1231,0.0,-0.1336,0.0,-0.0437,0.0,0.0,0.0,3.2694,Healthcare,34660973.97,-26.82926474689796,0.001308546739287335,2648814362479.4917,2017
1161,LAKE,86183000.0,0.3671,0.094,0.0452,0.0544,0.0639,0.0692,-0.5665,0.0809,-0.0415,-0.053,-0.0842,0.0,-0.0958,0.0,20.0926,9.1763,1.1019,Healthcare,78789596.9,-28.24742650497507,0.0029745231684053146,2648814362479.4917,2017
1164,MICR,20102662.0,0.114,0.032,-0.0674,-0.2674,-0.0596,-0.1634,8.6412,1.2973,-0.001,0.0,-0.0087,0.0,-0.0675,0.0,0.0,23.5441,1.913,Healthcare,9689383.26,-22.222221447632965,0.0003658007672130711,2648814362479.4917,2017
1165,MLSS,11281886.0,0.6177,-0.453,-0.4597,-0.716,-0.5941,-0.9545,0.6145,0.0,-0.0414,0.0,-0.085,0.0,-0.125,0.0,0.0,0.0,5.1045,Healthcare,36618593.64,-70.27026947205857,0.0013824522457558035,2648814362479.4917,2017
1166,MSON,27269963.0,0.6987,-0.06,-0.0616,-0.0597,-0.2485,-0.0796,7.0593,0.0,-0.0613,0.0,0.0772,0.0,0.1124,0.0,477.5,0.0,2.9882,Healthcare,86173030.7,69.41799525948167,0.003253268025145239,2648814362479.4917,2017
1181,PDEX,21943000.0,0.3275,0.162,0.2317,0.3708,0.1921,0.46,-1.3487,0.0087,-0.0216,0.2302,0.0059,0.0,0.2061,0.0,4.881,5.582000000000002,1.8034,Healthcare,24687243.9,77.647052718694,0.0009320111008795218,2648814362479.4917,2017
1182,PMD,39701000.0,0.4993,0.277,0.1542,0.3287,0.3382,0.2853,-0.4359,0.1814,0.0438,0.0263,0.086,0.1455,0.0993,0.2311,18.5089,9.9292,6.101,Healthcare,113850258.69,-20.7448318438514,0.0042981592180520905,2648814362479.4917,2017
1183,PRPH,9867000.0,0.1974,4.004,4.1136,1.2745,-0.2517,1.3831,-0.5553,0.0,-0.1177,0.0,-0.1593,0.0,-0.2161,0.0,0.8582,0.1494,1.0948,Healthcare,27839752.64,90.66950468954042,0.0010510269437658845,2648814362479.4917,2017
1187,SSY,53288000.0,0.5397,0.09,0.0504,0.1239,-0.1546,0.1305,-0.9971,0.3093,-0.1153,0.043,-0.1398,0.2,-0.0996,0.0,5.7241,2.173,0.7009,Healthcare,15209929.28,-26.923075159625824,0.000574216505899732,2648814362479.4917,2017
